product_id,application,type,mounting_location,accessories,model_year
948,indoor,commercial,free standing,without light,2022-12-12 11:59:57
949,outdoor,residential,free standing,without light,2022-12-15 09:17:18
950,indoor,residential,free standing,with light,2022-10-23 23:03:00
951,indoor,residential,wall,without light,2023-02-10 23:04:50
952,outdoor,commercial,free standing,with light,2023-01-24 05:52:53
953,indoor,residential,wall,with light,2022-06-12 09:51:06
954,indoor,industrial,free standing,with light,2023-02-07 14:31:41
955,outdoor,commercial,roof,with light,2023-01-10 07:32:36
956,outdoor,residential,wall,without light,2022-05-24 18:24:36
957,outdoor,residential,wall,with light,2022-08-07 08:38:22
958,outdoor,commercial,free standing,without light,2022-09-01 20:20:59
959,outdoor,commercial,wall,without light,2022-05-20 15:49:17
960,outdoor,residential,wall,without light,2023-03-08 04:54:58
961,outdoor,commercial,roof,without light,2022-07-15 23:22:48
962,indoor,residential,roof,without light,2022-07-11 11:52:42
963,indoor,residential,free standing,without light,2022-04-22 01:06:07
964,indoor,commercial,roof,without light,2023-03-11 16:05:57
965,outdoor,residential,wall,with light,2022-05-17 22:51:27
966,indoor,residential,free standing,without light,2022-06-14 03:59:24
967,outdoor,commercial,wall,with light,2022-04-12 04:28:59
968,outdoor,industrial,wall,without light,2022-09-03 18:03:44
969,outdoor,residential,wall,with light,2023-01-18 19:16:48
970,outdoor,residential,wall,with light,2023-03-11 07:13:20
971,indoor,industrial,wall,without light,2022-10-03 19:32:33
972,outdoor,commercial,wall,without light,2022-03-22 19:49:48
973,indoor,residential,roof,with light,2022-06-30 16:35:55
974,outdoor,residential,free standing,without light,2022-10-10 11:05:21
975,indoor,commercial,roof,without light,2022-04-11 10:20:07
976,indoor,commercial,roof,without light,2022-06-15 13:05:32
977,indoor,residential,wall,with light,2022-04-27 22:25:50
978,outdoor,commercial,roof,without light,2022-06-11 18:44:16
979,outdoor,commercial,free standing,without light,2022-07-09 15:54:38
980,indoor,commercial,free standing,with light,2022-12-27 22:30:40
981,indoor,commercial,roof,with light,2022-10-28 04:57:59
982,outdoor,residential,free standing,with light,2022-08-20 17:24:20
983,outdoor,industrial,wall,with light,2023-03-11 02:56:13
984,indoor,industrial,roof,without light,2023-01-20 03:33:46
985,indoor,residential,free standing,without light,2023-01-19 20:41:07
986,outdoor,commercial,roof,with light,2022-04-22 14:53:50
987,indoor,industrial,free standing,with light,2022-12-06 19:15:45
988,indoor,residential,wall,with light,2022-09-18 19:36:54
989,outdoor,industrial,roof,with light,2023-01-14 20:05:34
990,indoor,industrial,roof,with light,2023-03-17 08:17:24
991,indoor,residential,roof,without light,2022-04-12 00:36:22
992,indoor,industrial,wall,without light,2022-08-30 19:12:57
993,outdoor,industrial,roof,with light,2022-03-24 14:22:34
994,outdoor,commercial,wall,with light,2023-02-01 03:49:55
995,indoor,residential,wall,without light,2022-10-24 03:28:11
996,indoor,residential,free standing,with light,2022-04-01 05:46:31
997,indoor,residential,wall,without light,2022-12-21 17:48:22
998,outdoor,industrial,free standing,with light,2022-09-06 12:53:14
999,outdoor,commercial,free standing,without light,2022-03-29 14:20:23
1000,indoor,residential,wall,with light,2022-07-07 02:23:44
